X,Y,ID,CD_GEOCODI,NM_BAIRRO,NM_MUNICIP,SC_IVS e12,icon_url
-49.7616087117908,-24.6547368064509,"6868","410490705000047",,CASTRO,0.506694333926038,
-49.889991515084,-24.8849648864327,"6872","410490705000051",,CASTRO,0.375254440767548,
-49.9502866834113,-24.9185218802457,"6874","410490705000053",,CASTRO,0.486946742455946,
-49.9969630439527,-24.8801382477484,"6875","410490705000054",,CASTRO,0.412596792949157,
-50.1537013396993,-24.7417960071712,"6877","410490705000056",,CASTRO,0.482843870287641,
-50.0844212595835,-24.6975799092501,"6878","410490705000057",,CASTRO,0.425262437713532,
-50.1437321080958,-24.6322473404624,"6879","410490705000058",,CASTRO,0.271892508682333,
-50.1278961224488,-24.5777505927217,"6880","410490705000059",,CASTRO,0.199990872238022,
-50.0457234971896,-24.8357054100861,"6881","410490705000060",,CASTRO,0.497191488857239,
-50.0075341621767,-24.7803344446022,"6893","410490705000072",,CASTRO,0.515408519748045,
-49.9929271955724,-24.789358718768,"6895","410490705000074",,CASTRO,0.506475884323627,
-49.9935787788251,-24.794706313362,"6897","410490705000076",,CASTRO,0.502701220264835,
-49.9883118137002,-24.8021617466884,"6900","410490705000079",,CASTRO,0.421131208483696,
-49.991978183103,-24.812799627239,"6902","410490705000081",,CASTRO,0.482182546046682,
-49.9847563035819,-24.8060138691733,"6904","410490705000083",,CASTRO,0.430503969463110,
-49.9978792825495,-24.8120080252718,"6907","410490705000086",,CASTRO,0.492800343526293,
-50.0012600062926,-24.8093667581593,"6909","410490705000088",,CASTRO,0.511988430779197,
-49.9906856431939,-24.8040687804045,"6910","410490705000089",,CASTRO,0.431918905926080,
-49.9885771388269,-24.7997188902664,"6911","410490705000090",,CASTRO,0.483833263359301,
-50.0174854918397,-24.8126179500476,"6916","410490705000095",,CASTRO,0.472289189619721,
-50.0058503267271,-24.7706840128998,"6918","410490705000097",,CASTRO,0.487371270139344,
-49.8255049663781,-24.9409510705609,"6920","410490710000001",,CASTRO,0.498308519757158,
-49.8767009688115,-24.9385267453293,"6921","410490710000002",,CASTRO,0.304990339680176,
-49.7887296109021,-24.9004836275232,"6922","410490710000003",,CASTRO,0.413603618258845,
-49.7708469850167,-24.9420254095927,"6923","410490710000004",,CASTRO,0.401698424745721,
-49.6592388276665,-24.9449555141168,"6924","410490710000005",,CASTRO,0.500000000000000,
-49.6636970238137,-24.9674606107703,"6925","410490710000006",,CASTRO,0.268220750562717,
-49.7235515178363,-24.990304925701,"6926","410490710000007",,CASTRO,0.312305857111448,
-49.76815557019,-25.030562929993,"6927","410490710000008",,CASTRO,0.276857393053923,
-49.8082751565948,-25.0214496718169,"6928","410490710000009",,CASTRO,0.397439854919642,
-49.8272685745404,-24.971527051873,"6929","410490710000010",,CASTRO,0.513517043932098,
-49.8837393639827,-24.9955342878535,"6930","410490710000011",,CASTRO,0.305755618584345,
-49.921236241306,-25.0268856787828,"6931","410490710000012",,CASTRO,0.283626500857876,
-49.7004159181636,-24.7729742168984,"6932","410490720000001",,CASTRO,0.504913814301389,
-49.7560683782144,-24.7384023128352,"6933","410490720000002",,CASTRO,0.455300361808804,
-49.6577030879899,-24.72408436391,"6934","410490720000003",,CASTRO,0.337051320089699,
-49.6073402500969,-24.7437066041875,"6935","410490720000004",,CASTRO,0.294554775585755,
-49.666663717316,-24.7928313868952,"6936","410490720000005",,CASTRO,0.365566358758426,
-49.6756691046894,-24.8382016405214,"6937","410490720000006",,CASTRO,0.308084097154850,
-49.7359347613807,-24.827988829646,"6938","410490720000007",,CASTRO,0.386725536270857,
-49.7397176751662,-24.8725596537509,"6939","410490720000008",,CASTRO,0.330266998149861,
-49.5693912124319,-24.7129359462817,"6940","410490720000009",,CASTRO,0.304711015001330,
-49.5636249510754,-24.7952297384428,"6941","410490720000010",,CASTRO,0.349176394696893,
-49.6068104919138,-24.8226259253418,"6942","410490720000011",,CASTRO,0.323228407343527,
-49.5475760932613,-24.8797155553948,"6943","410490720000012",,CASTRO,0.302503825298198,
-49.5914639930214,-24.8744384319595,"6944","410490720000013",,CASTRO,0.216638952547340,
-49.5916198777379,-24.9366802033253,"6945","410490720000014",,CASTRO,0.301987108807679,
-49.6478382282664,-24.9010258632481,"6946","410490720000015",,CASTRO,0.323540329075911,
-53.1510170475875,-25.2072111342096,"6949","410500305000003",,CATANDUVAS,0.347130359835333,
-53.1584100008696,-25.2131079832919,"6950","410500305000004",,CATANDUVAS,0.448624541624207,
-53.1137360262089,-25.1508142668458,"6951","410500305000005",,CATANDUVAS,0.509999604203528,
-53.1123884765887,-25.2410258125133,"6952","410500305000006",,CATANDUVAS,0.367569523869815,
-53.0631409889897,-25.2765302337858,"6953","410500305000007",,CATANDUVAS,0.467913471520599,
-53.1513390014791,-25.2107557214809,"6954","410500305000020",,CATANDUVAS,0.403572542470201,
-53.1615208108523,-25.305829739171,"6956","410500305000022",,CATANDUVAS,0.334989067025524,
-51.5935285536182,-22.8149834250533,"6957","410510205000001",,CENTENÁRIO DO SUL,0.337106332659765,
-51.5936228221559,-22.8196539961732,"6958","410510205000002",,CENTENÁRIO DO SUL,0.387618096658317,
-51.5937528457518,-22.8242385253234,"6959","410510205000003",,CENTENÁRIO DO SUL,0.329887320645679,
-51.5999485548268,-22.8231032107752,"6960","410510205000004",,CENTENÁRIO DO SUL,0.372204561196962,
-51.5997446257203,-22.8187950246371,"6961","410510205000005",,CENTENÁRIO DO SUL,0.394696807356806,
-51.5994558721913,-22.8151276570084,"6962","410510205000006",,CENTENÁRIO DO SUL,0.357471706291310,
-51.6000377341752,-22.8326471437041,"6964","410510205000008",,CENTENÁRIO DO SUL,0.493579992913396,
-51.6124163412924,-22.7375086513615,"6966","410510205000010",,CENTENÁRIO DO SUL,0.461841223436524,
-51.5842234482755,-22.7674618194857,"6967","410510205000011",,CENTENÁRIO DO SUL,0.375029188171721,
-51.5442107938461,-22.7309146233784,"6968","410510205000012",,CENTENÁRIO DO SUL,0.500000000000000,
-51.5148804313435,-22.7735864246034,"6969","410510205000013",,CENTENÁRIO DO SUL,0.430044619452833,
-51.5219553248186,-22.7865728583615,"6971","410510205000015",,CENTENÁRIO DO SUL,0.497884962963091,
-51.5201286575283,-22.8414763265432,"6972","410510205000016",,CENTENÁRIO DO SUL,0.320394033252685,
-51.5256203856155,-22.8931846553479,"6973","410510205000017",,CENTENÁRIO DO SUL,0.355350474805625,
-51.6063312457959,-22.8691068874215,"6974","410510205000018",,CENTENÁRIO DO SUL,0.354399686256643,
-51.5859842177073,-22.816654077093,"6975","410510205000019",,CENTENÁRIO DO SUL,0.355940379095882,
-51.6075609790565,-22.8323395546207,"6976","410510205000020",,CENTENÁRIO DO SUL,0.480301144005509,
-49.2560750413341,-24.8317296786928,"6979","410520105000003",,CERRO AZUL,0.445650587648754,
-49.2665226100217,-24.8310294171538,"6980","410520105000004",,CERRO AZUL,0.454460580828085,
-49.2647673912952,-24.8247347119716,"6981","410520105000005",,CERRO AZUL,0.492941691857814,
-49.2217263665563,-24.8291243512311,"6982","410520105000006",,CERRO AZUL,0.450467805574805,
-49.2374134411964,-24.8795480737393,"6983","410520105000007",,CERRO AZUL,0.473223012536530,
-49.2487785464609,-24.9233921540081,"6984","410520105000008",,CERRO AZUL,0.459621830382421,
-49.3283315991208,-24.9486953889386,"6985","410520105000009",,CERRO AZUL,0.421936721821025,
-49.3617149721571,-24.9225734537406,"6986","410520105000010",,CERRO AZUL,0.398110894535453,
-49.3344158404029,-24.8739027549999,"6987","410520105000011",,CERRO AZUL,0.471656196859818,
-49.3530786572426,-24.8421693128376,"6988","410520105000012",,CERRO AZUL,0.349208509594974,
-49.310349952102,-24.8299128886943,"6989","410520105000013",,CERRO AZUL,0.374690454754390,
-49.2948134671284,-24.8034898610654,"6990","410520105000014",,CERRO AZUL,0.470191159000767,
-49.2404653881427,-24.794096684855,"6991","410520105000015",,CERRO AZUL,0.467826082458682,
-49.1753793903955,-24.8295508417879,"6992","410520105000016",,CERRO AZUL,0.421163078822622,
-49.1771257060347,-24.7171571727583,"6993","410520105000017",,CERRO AZUL,0.349860034545152,
-49.1334703085679,-24.772603868827,"6994","410520105000018",,CERRO AZUL,0.500000000000000,
-49.1106242866885,-24.8544038065626,"6995","410520105000019",,CERRO AZUL,0.467221463924177,
-49.1395480459539,-25.026994771311,"6997","410520105000021",,CERRO AZUL,0.422619616562215,
-49.202496098028,-25.047541896359,"6998","410520105000022",,CERRO AZUL,0.204929048497511,
-49.2962795371837,-24.9966467431212,"6999","410520105000023",,CERRO AZUL,0.439210730024047,
-49.2433609830445,-24.9724824180522,"7000","410520105000024",,CERRO AZUL,0.326063290296586,
-49.2890519089099,-24.8411489577323,"7002","410520105000026",,CERRO AZUL,0.447833680120710,
-49.2264226427551,-24.8546326277127,"7003","410520105000027",,CERRO AZUL,0.426912765260648,
-49.268245466554,-24.8315451458821,"7004","410520105000028",,CERRO AZUL,0.393213396192281,
-49.2583861458234,-24.8110695935189,"7006","410520105000030",,CERRO AZUL,0.510724495170259,
-49.2718557376228,-24.8342240841104,"7007","410520105000031",,CERRO AZUL,0.477123154995071,
-49.4642874990458,-24.8537854599646,"7008","410520110000001",,CERRO AZUL,0.444910151921839,
-49.4256082772868,-24.8707656952106,"7009","410520110000002",,CERRO AZUL,0.423765147637783,
-49.4917009241608,-24.8767810719569,"7010","410520110000003",,CERRO AZUL,0.338389570667154,
-49.4914569521588,-24.8260445912361,"7011","410520110000004",,CERRO AZUL,0.368836930758690,
-49.5021132710919,-24.7702366890717,"7012","410520110000005",,CERRO AZUL,0.373687512641020,
-49.4514041766237,-24.7414213516426,"7013","410520110000006",,CERRO AZUL,0.381966624369396,
-49.4046370152783,-24.7610851575838,"7014","410520110000007",,CERRO AZUL,0.383916553330994,
-49.3466401725253,-24.7737879782125,"7015","410520110000008",,CERRO AZUL,0.388687148567666,
-49.3553933996006,-24.7982851484754,"7016","410520110000009",,CERRO AZUL,0.356219982623400,
-49.4098205025274,-24.8037574695063,"7017","410520110000010",,CERRO AZUL,0.419395637857556,
-49.412745777515,-24.8226178769603,"7018","410520110000011",,CERRO AZUL,0.347616071141580,
-53.8513340095308,-25.1439994956518,"7020","410530005000002",,CÉU AZUL,0.513716507162955,
-53.8501905766757,-25.1535118887971,"7023","410530005000005",,CÉU AZUL,0.513197034281344,
-53.8260393439026,-25.1271722278676,"7025","410530005000007",,CÉU AZUL,0.505795904363858,
-53.884439072725,-25.2305643908189,"7027","410530005000009",,CÉU AZUL,0.393591684760638,
-53.8944914027469,-25.1412120248947,"7028","410530005000010",,CÉU AZUL,0.411621544342097,
-53.9307964788468,-25.1432046717467,"7029","410530005000011",,CÉU AZUL,0.365741750587708,
-53.8197929860601,-25.0999646014426,"7030","410530005000012",,CÉU AZUL,0.429935838638331,
-53.776421826106,-25.0434067168982,"7031","410530005000013",,CÉU AZUL,0.463666103245057,
-53.7151879979587,-25.0526547823046,"7032","410530005000014",,CÉU AZUL,0.302633930850689,
-53.8559422002882,-25.1394266798881,"7034","410530005000016",,CÉU AZUL,0.310373323903874,
-53.8549873910503,-25.1524165302059,"7035","410530005000017",,CÉU AZUL,0.488730546780694,
-53.8435325724837,-25.1411570619321,"7037","410530005000019",,CÉU AZUL,0.512241398736673,
-52.524369737713,-25.8614328163401,"7042","410540905000003",FREI VITO,CHOPINZINHO,0.511329564204520,
-52.351892741989,-25.7321764025959,"7052","410540905000013",,CHOPINZINHO,0.453384291185323,
-52.2973396637067,-25.7746966630562,"7053","410540905000014",,CHOPINZINHO,0.397600529581735,
-52.3687332523664,-25.8564479977555,"7055","410540905000016",,CHOPINZINHO,0.442066313785516,
-52.4445231582983,-25.8590482396886,"7056","410540905000017",,CHOPINZINHO,0.273156129012339,
-52.4662709923294,-25.9062981468742,"7057","410540905000018",,CHOPINZINHO,0.403922700555340,
-52.5687224981989,-25.8771138801763,"7058","410540905000019",,CHOPINZINHO,0.426505161259133,
-52.5629915559864,-25.8023567585628,"7059","410540905000020",,CHOPINZINHO,0.370241961307663,
-52.5291944355304,-25.8157830315962,"7060","410540905000021",,CHOPINZINHO,0.395069529694784,
-52.4699348168211,-25.8106063389281,"7061","410540905000022",,CHOPINZINHO,0.334784536969354,
-52.4280594712515,-25.7448207950906,"7062","410540905000023",,CHOPINZINHO,0.346505884823595,
-52.5234316848546,-25.8504115655914,"7066","410540905000027",NOSSA SENHORA APARECIDA,CHOPINZINHO,0.435915399337126,
-52.5276648554411,-25.8494976550201,"7067","410540905000028",SÃO MIGUEL,CHOPINZINHO,0.492512900795063,
-52.5280331313065,-25.8445269478629,"7068","410540905000029",,CHOPINZINHO,0.514367073109686,
-52.5123567513332,-25.8455636400868,"7070","410540905000031",,CHOPINZINHO,0.480703585474603,
-52.5047200882901,-25.8572778099009,"7071","410540905000032",,CHOPINZINHO,0.294572303278322,
-52.5159320666902,-25.8591410509668,"7074","410540905000035",SÃO SEBASTIÃO,CHOPINZINHO,0.497876457157037,
-52.5418867886258,-25.8552685339652,"7083","410540905000044",CRISTO REI,CHOPINZINHO,0.495842090141194,
-52.5481318958175,-25.8473594260324,"7084","410540905000045",,CHOPINZINHO,0.505444000480455,
-52.5197755851554,-25.8615538019614,"7085","410540905000046",FREI VITO,CHOPINZINHO,0.368940593126533,
-52.5231494216433,-25.8587583457608,"7086","410540905000047",FREI VITO,CHOPINZINHO,0.488187418414038,
-52.5399467687436,-25.8489536870326,"7087","410540905000048",,CHOPINZINHO,0.230102471031271,
-52.3649724641284,-25.8071412569974,"7090","410540905000051",,CHOPINZINHO,0.330881874385469,
-52.6402640259308,-25.8194716069451,"7092","410540910000001",,CHOPINZINHO,0.331573200414344,
-52.6050931041701,-25.7973499062733,"7093","410540910000002",,CHOPINZINHO,0.378743268082381,
-52.6493172819162,-25.8546305959571,"7094","410540910000003",,CHOPINZINHO,0.420883181243522,
-52.6750276241469,-25.7845729577067,"7095","410540910000004",,CHOPINZINHO,0.312766273322199,
-52.5016355323435,-25.726645804081,"7096","410540915000001",,CHOPINZINHO,0.344276188153551,
-52.4843282986311,-25.7366203665978,"7097","410540915000002",,CHOPINZINHO,0.253258442208344,
-52.5214046241443,-25.7143097231014,"7098","410540915000003",,CHOPINZINHO,0.363217730911256,
-52.6023095324151,-23.6490972685357,"7110","410550805000012",Zona 2,CIANORTE,0.494412570420651,
-52.596635637841,-23.6571543410952,"7114","410550805000016",Zona 4,CIANORTE,0.512976324199562,
-52.5937881032957,-23.6589026414228,"7115","410550805000017",Zona 4,CIANORTE,0.483417580086039,
-52.5906103948364,-23.6564157756852,"7116","410550805000018",Zona 4,CIANORTE,0.451861365599540,
-52.5908613102526,-23.6607973181517,"7117","410550805000019",Zona 4,CIANORTE,0.472944394322879,
-52.5893699262277,-23.6635458245765,"7119","410550805000021",Zona 3,CIANORTE,0.512077838675130,
-52.576861592166,-23.6641478479379,"7121","410550805000023",Zona 3,CIANORTE,0.510580819814254,
-52.5904444409414,-23.6679581711525,"7122","410550805000024",Zona 3,CIANORTE,0.494672775205351,
-52.595264556658,-23.6710170451265,"7125","410550805000027",Zona 3,CIANORTE,0.468617078564100,
-52.5950852200135,-23.6679327087388,"7126","410550805000028",Zona 3,CIANORTE,0.474337848327202,
-52.593986812086,-23.6661205441805,"7127","410550805000029",Zona 3,CIANORTE,0.496813313242009,
-52.5969255770753,-23.6627302579802,"7129","410550805000031",Zona 3,CIANORTE,0.386337390004760,
-52.5993165900534,-23.6641421665753,"7130","410550805000032",Zona 3,CIANORTE,0.468705365876344,
-52.6013827000632,-23.6624480091855,"7131","410550805000033",Zona 3,CIANORTE,0.420920306501760,
-52.6077346412605,-23.6663720866329,"7135","410550805000037",Zona 7,CIANORTE,0.480592304129227,
-52.611876074918,-23.6706307605604,"7137","410550805000039",Zona 7,CIANORTE,0.501106006350485,
-52.612434670776,-23.6746235112137,"7140","410550805000042",Zona 7,CIANORTE,0.504792739112231,
-52.6313557318996,-23.6688224585535,"7144","410550805000046",Zona 6,CIANORTE,0.391059466139264,
-52.6379303958423,-23.6701293567876,"7145","410550805000047",Zona 6,CIANORTE,0.390050606362129,
-52.6350644409981,-23.6744774957828,"7148","410550805000050",Zona 6,CIANORTE,0.504597141664166,
-52.6314421895426,-23.677192511468,"7152","410550805000054",Zona 8,CIANORTE,0.441748334051358,
-52.6296009544354,-23.6775709076759,"7153","410550805000055",Zona 8,CIANORTE,0.416346484896463,
-52.6258649896634,-23.6784112101308,"7154","410550805000056",Zona 8,CIANORTE,0.511941493890951,
-52.6343906470416,-23.6680605509164,"7159","410550805000061",Zona 6,CIANORTE,0.514475427699591,
-52.5874934990951,-23.783787710607,"7160","410550805000062",,CIANORTE,0.485329000498769,
-52.6352214095608,-23.759436622106,"7161","410550805000063",,CIANORTE,0.373682446945593,
-52.6796586163531,-23.8188668582899,"7162","410550805000064",,CIANORTE,0.458246002282838,
-52.7026266074874,-23.7152143080668,"7163","410550805000065",,CIANORTE,0.370406332313758,
-52.6981233280744,-23.6690353443873,"7164","410550805000066",,CIANORTE,0.491803863539315,
-52.6812842044836,-23.636220766851,"7165","410550805000067",,CIANORTE,0.444520753806881,
-52.6695762933136,-23.5844114281217,"7166","410550805000068",,CIANORTE,0.417643766150208,
-52.6225334549708,-23.6119974747425,"7167","410550805000069",,CIANORTE,0.496372153155499,
-52.6072355730567,-23.6220509605197,"7168","410550805000070",,CIANORTE,0.285461294065066,
-52.5744925962111,-23.6124099234008,"7169","410550805000071",,CIANORTE,0.456738317253834,
-52.5451465089635,-23.6489692415961,"7170","410550805000072",,CIANORTE,0.414235698201926,
-52.5537005410575,-23.6782238060015,"7171","410550805000073",,CIANORTE,0.423032476659278,
-52.6138609935701,-23.7067488906386,"7172","410550805000074",,CIANORTE,0.422213874223746,
-52.5493888521614,-23.7083659696736,"7173","410550805000075",,CIANORTE,0.336934364808072,
-52.6118081761147,-23.6769467016301,"7181","410550805000093",Zona 7,CIANORTE,0.490571445541370,
-52.6323566293897,-23.6726413095567,"7184","410550805000096",Zona 6,CIANORTE,0.476660746260189,
-52.6370052223299,-23.6790387107997,"7185","410550805000097",Zona 8,CIANORTE,0.458923448017350,
-52.6346171067158,-23.6796844236808,"7186","410550805000098",Zona 8,CIANORTE,0.425115940214154,
-52.6328473663715,-23.6801231617862,"7187","410550805000099",Zona 8,CIANORTE,0.475655337881388,
-52.6298424656191,-23.6796866348761,"7188","410550805000100",Zona 8,CIANORTE,0.434228383461662,
-52.634288895642,-23.6700756096613,"7190","410550805000102",Zona 6,CIANORTE,0.424616423995268,
-52.6256692117255,-23.6808380018909,"7194","410550805000106",Zona 8,CIANORTE,0.505868809566862,
-52.6133243869847,-23.8721929917651,"7195","410550810000001",,CIANORTE,0.414218854953637,
-52.6100365189468,-23.8701547250609,"7196","410550810000002",,CIANORTE,0.409429503474860,
-52.6119286740709,-23.8941834684345,"7197","410550810000003",,CIANORTE,0.453654676955991,
-52.6708262662334,-23.8744899500624,"7198","410550810000004",,CIANORTE,0.375340214382880,
-52.5182944034764,-23.6046440855733,"7199","410550815000001",,CIANORTE,0.394180068804355,
-52.5027241100346,-23.5715359989823,"7200","410550815000002",,CIANORTE,0.397191954419434,
-52.5241321126356,-23.62256704749,"7201","410550815000003",,CIANORTE,0.328027690023494,
-52.9381050481668,-23.3765298418821,"7203","410560705000002",,CIDADE GAÚCHA,0.495014540400461,
-52.9493272923697,-23.3890599864022,"7208","410560705000007",,CIDADE GAÚCHA,0.515463477761126,
-52.9979070201144,-23.4021042921488,"7211","410560705000010",,CIDADE GAÚCHA,0.354425121269516,
-52.9770433783908,-23.2773807348899,"7212","410560705000011",,CIDADE GAÚCHA,0.487701894449675,
-52.8887247648772,-23.379849737101,"7214","410560705000013",,CIDADE GAÚCHA,0.405346465274345,
-52.9226572972972,-23.427878321536,"7215","410560705000014",,CIDADE GAÚCHA,0.321884749127397,
-52.9676628192368,-23.4895570589039,"7216","410560705000015",,CIDADE GAÚCHA,0.458070001226074,
-52.3480237594325,-26.4031090971085,"7224","410570605000003",Camifra,CLEVELÂNDIA,0.499318105935356,
-52.3441358493212,-26.3976090525524,"7225","410570605000004",Vila Operária,CLEVELÂNDIA,0.469041873975368,
-52.3315241408514,-26.3852318402047,"7228","410570605000007",Claret,CLEVELÂNDIA,0.469096060959311,
-52.3387380205613,-26.3970313325997,"7231","410570605000010",Vista Alegre,CLEVELÂNDIA,0.480590160262498,
-52.3383383069501,-26.4129056446601,"7234","410570605000013",Bom Jesus,CLEVELÂNDIA,0.417832768363130,
-52.3470223635476,-26.4109273248522,"7235","410570605000014",Soledade,CLEVELÂNDIA,0.463744040691206,
-52.3536201704127,-26.4112095720317,"7236","410570605000015",São Sebastião,CLEVELÂNDIA,0.497535697630472,
-52.3797059911163,-26.4158353862305,"7241","410570605000020",Industrial,CLEVELÂNDIA,0.414229637161678,
-52.3670799682507,-26.4096113367547,"7243","410570605000022",Bela Vista,CLEVELÂNDIA,0.498921451882852,
-52.361412996789,-26.401603736342,"7245","410570605000024",Aeroporto,CLEVELÂNDIA,0.505679475160159,
-52.3900456567549,-26.3197884040094,"7248","410570605000027",,CLEVELÂNDIA,0.412016249951700,
-52.2846767222155,-26.4077568468762,"7250","410570605000029",,CLEVELÂNDIA,0.378801310921466,
-52.4226328859878,-26.3669812722362,"7251","410570605000030",,CLEVELÂNDIA,0.441998229966195,
-52.3358054160543,-26.4208656957999,"7254","410570605000033",,CLEVELÂNDIA,0.346112726576696,
-52.219920348187,-26.4602923186972,"7256","410570610000001",,CLEVELÂNDIA,0.352563814625916,
-52.4797314375162,-26.3754219755811,"7258","410570615000001",,CLEVELÂNDIA,0.242518161392887,
-52.4737747240805,-26.2483944616,"7260","410570615000003",,CLEVELÂNDIA,0.333285419366600,
-52.5121176844136,-26.1977581443213,"7261","410570615000004",,CLEVELÂNDIA,0.413050630980416,
-49.1787935950841,-25.3638966735775,"7285","410580505000024",MARACANÃ,COLOMBO,0.489993637671398,
-49.1972748798762,-25.3715111643482,"7294","410580505000033",RIO VERDE,COLOMBO,0.496857232294065,
-49.1985355031731,-25.3624378824416,"7297","410580505000036",RIO VERDE,COLOMBO,0.497388039894603,
-49.1906064629855,-25.3574887963423,"7300","410580505000039",MONZA,COLOMBO,0.494534356368481,
-49.1880820660543,-25.3554633611037,"7301","410580505000040",MONZA,COLOMBO,0.447662962361449,
-49.1827175078051,-25.3556113428055,"7304","410580505000043",MONZA,COLOMBO,0.495896153069909,
-49.1931014382955,-25.3801664347757,"7317","410580505000056",ATUBA,COLOMBO,0.446073176366587,
-49.2028220017151,-25.3656419424901,"7323","410580505000062",CAMPO PEQUENO,COLOMBO,0.480550585369869,
-49.2043203548026,-25.354197992798,"7326","410580505000065",SÃO GABRIEL,COLOMBO,0.470632532946776,
-49.1745145246486,-25.3840269065904,"7342","410580505000081",PALMITAL,COLOMBO,0.508562660671397,
-49.1895911759154,-25.3847091260527,"7348","410580505000087",ATUBA,COLOMBO,0.469088962226623,
-49.1921901493824,-25.3839764946228,"7349","410580505000088",ATUBA,COLOMBO,0.451258150637098,
-49.2070069835015,-25.3652384855464,"7351","410580505000090",CAMPO PEQUENO,COLOMBO,0.505052843882077,
-49.1712906276735,-25.383611392655,"7378","410580505000117",PALMITAL,COLOMBO,0.398317090105780,
-49.1683460583107,-25.3862489212388,"7379","410580505000118",MANA,COLOMBO,0.496431721005855,
-49.1665053852986,-25.3891369123694,"7383","410580505000122",MANA,COLOMBO,0.502088974745324,
-49.1706481550851,-25.3895738956598,"7384","410580505000123",MANA,COLOMBO,0.494927706971049,
-49.21581003307,-25.346582210681,"7390","410580505000129",ROÇA GRANDE,COLOMBO,0.417314986307891,
-49.2122389892201,-25.3470410878764,"7391","410580505000130",ROÇA GRANDE,COLOMBO,0.415072871087020,
-49.2085273326893,-25.3476458048384,"7392","410580505000131",ROÇA GRANDE,COLOMBO,0.469332018093167,
-49.2180316937151,-25.3455340222893,"7402","410580505000141",ROÇA GRANDE,COLOMBO,0.508795385991283,
-49.1507061576799,-25.3296887146369,"7432","410580505000171",SÃO DIMAS,COLOMBO,0.480017675744181,
-49.1487009860796,-25.3284539596556,"7433","410580505000172",SÃO DIMAS,COLOMBO,0.491969122707099,
-49.2476661363513,-25.2543033608755,"7441","410580505000180",,COLOMBO,0.488145811301789,
-49.2095520660708,-25.3460202080963,"7455","410580505000194",ROÇA GRANDE,COLOMBO,0.405077567094940,
-49.1865024370754,-25.3490891300099,"7456","410580505000195",SÃO GABRIEL,COLOMBO,0.419632032400360,
-49.2113978386967,-25.3456283890314,"7458","410580505000197",ROÇA GRANDE,COLOMBO,0.404387786431199,
-49.1846944521451,-25.3492964736046,"7459","410580505000198",GUABIROTUBA,COLOMBO,0.420907661649117,
-49.1965469762142,-25.360472157262,"7463","410580505000202",CAMPO PEQUENO,COLOMBO,0.490957475612361,
-49.19541890593,-25.3604085494624,"7464","410580505000203",MONZA,COLOMBO,0.429126377421351,
-49.193734758316,-25.3594324688573,"7465","410580505000204",MONZA,COLOMBO,0.488947179392354,
-49.1816740060818,-25.3662011768524,"7467","410580505000206",MARACANÃ,COLOMBO,0.453215057068651,
-49.1965729456129,-25.3590425240312,"7472","410580505000211",CAMPO PEQUENO,COLOMBO,0.494446619708896,
-49.1873976718762,-25.3574704187442,"7475","410580505000214",FATIMA,COLOMBO,0.466499361160180,
-49.1857736264284,-25.3570133525923,"7476","410580505000215",FATIMA,COLOMBO,0.407496520079866,
-49.1840315390232,-25.3775805560408,"7486","410580505000225",ATUBA,COLOMBO,0.492170629936908,
-49.1940266278242,-25.3780089473036,"7488","410580505000227",GUARANI,COLOMBO,0.456356480780816,
-49.2027748757165,-25.3671531518082,"7490","410580505000229",CAMPO PEQUENO,COLOMBO,0.467761320862680,
-49.2020982525292,-25.3567002227341,"7492","410580505000231",CAMPO PEQUENO,COLOMBO,0.509132412089706,
-49.1951129392976,-25.3522251199248,"7494","410580505000233",MONZA,COLOMBO,0.488056703500022,
-49.188999634318,-25.3497992209186,"7496","410580505000235",SÃO GABRIEL,COLOMBO,0.421101304884142,
-53.0633853150871,-23.7842404784465,"7507","410660505000005",,CRUZEIRO DO OESTE,0.465699013679115,
-53.0511221453328,-23.7846697391063,"7508","410660505000006",,CRUZEIRO DO OESTE,0.428979716392749,
-53.0509568410479,-23.7910933369423,"7509","410660505000007",,CRUZEIRO DO OESTE,0.513513191244406,
-53.0609938097183,-23.7906495663811,"7511","410660505000009",,CRUZEIRO DO OESTE,0.414354005446396,
-53.0718577419928,-23.7914503746764,"7512","410660505000010",,CRUZEIRO DO OESTE,0.498057886130964,
-53.0798822775172,-23.7841317180123,"7514","410660505000012",,CRUZEIRO DO OESTE,0.441780564568152,
-53.0820641838901,-23.7874132060837,"7515","410660505000013",,CRUZEIRO DO OESTE,0.501446127513406,
-53.0858749290644,-23.7862058667137,"7516","410660505000014",,CRUZEIRO DO OESTE,0.463724680317513,
-53.0886008725572,-23.7854612507503,"7517","410660505000015",,CRUZEIRO DO OESTE,0.483655085656751,
-49.2306227765647,-25.4972839700809,"7519","410690205020016",Boqueirão,CURITIBA,0.483754719658348,
-49.2297407936967,-25.4991086282622,"7520","410690205020017",Boqueirão,CURITIBA,0.494559623623860,
-49.227067378582,-25.5050820814783,"7522","410690205020019",Boqueirão,CURITIBA,0.512107495167608,
-49.2089732934778,-25.3680012379989,"7534","410690205040203",Santa Cândida,CURITIBA,0.482121451327758,
-49.221794672401,-25.3676207017736,"7538","410690205040207",Santa Cândida,CURITIBA,0.464267418859446,
-49.2608191011443,-25.4655863277041,"7543","410690205060127",Parolin,CURITIBA,0.505302943893304,
-49.2621181602348,-25.4674786659825,"7544","410690205060128",Parolin,CURITIBA,0.430156722811170,
