X,Y,ID,CD_GEOCODI,TIPO,NM_BAIRRO,NM_SUBDIST,NM_MUNICIP,SC_indices,SC_indic_1,SC_indic_2,SC_indic_3,SC_indic_4,SC_indic_5,icon_url
-52.1282642024757,-24.0595029445975,"5080","410250515000006",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"15.807560137457","0.276151583014139","217.333333333333","0","0.360322511966613",
-51.944850617919,-24.0914519789498,"5081","410250520000001",URBANO,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"20","0","293.2","0","0.348237754748701",
-51.9494185489954,-24.0810023676983,"5082","410250520000002",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"7.62331838565022","0.85665913890231","282.522727272727","0","0.382949847327367",
-51.9388029751722,-24.1267974477927,"5083","410250520000003",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"15.9420289855072","0.266613719313145","379.275362318841","0.0656583243298086","0.299889732865561",
-51.9844789456242,-24.1002039012566,"5084","410250520000004",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"18.5185185185185","0.083863540745945","673.018518518519","0.301026464553145","0.354670355307363",
-51.9914858720441,-24.1345310191229,"5085","410250525000001",URBANO,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"15.2439024390244","0.316131774557535","290.310975609756","0","0.275898388700974",
-52.0088287584447,-24.1311555209419,"5086","410250525000002",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"12.0689655172414","0.54132977437914","411.293103448276","0.0913132409627077","0.358901137509919",
-51.9799560151209,-24.1596356926791,"5087","410250525000003",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"14.1304347826087","0.395109938618207","479.347826086957","0.145843578649938","0.352144926530561",
-52.0312469922971,-24.1949509151448,"5088","410250525000004",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"17.2413793103448","0.174450913742617","326.451612903226","0.0233321376692241","0.26747548892383",
-52.0660483142223,-24.1577365956322,"5089","410250525000005",RURAL,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"15.3846153846154","0.306151017560856","224.974358974359","0","0.282936548647428",
-53.6429790554052,-26.237790979762,"5091","410260405000002",URBANO,,,BARRACÃO,BARRACÃO,"19.1756272401434","0.0372548762524958","626.243542435424","0.263546990062222","0.471124969196198",
-53.6243664799572,-26.2556312697555,"5093","410260405000004",URBANO,,,BARRACÃO,BARRACÃO,"9.52380952380952","0.721857467708223","437.803716608595","0.112555450641571","0.454655179680223",
-53.5951475055069,-26.2233352450118,"5095","410260405000006",RURAL,,,BARRACÃO,BARRACÃO,"15.3846153846154","0.306151017560856","327.439873417722","0.0241240030606169","0.291497301329658",
-53.5482594320163,-26.2668965002031,"5096","410260405000007",RURAL,,,BARRACÃO,BARRACÃO,"10.7541899441341","0.634586691468312","471.772334293948","0.139773549861299","0.472193684826999",
-53.4539330130837,-26.2356713348287,"5102","410260415000001",URBANO,,,BARRACÃO,BARRACÃO,"19.047619047619","0.0463344862187522","341.752380952381","0.0355922133295749","0.328073375212011",
-53.4695022321969,-26.2178653588637,"5103","410260415000002",RURAL,,,BARRACÃO,BARRACÃO,"16.0493827160494","0.258999128539511","290.913580246914","0","0.33658632278461",
-53.4637522818085,-26.258302728801,"5104","410260415000003",RURAL,,,BARRACÃO,BARRACÃO,"9.9273607748184","0.693233612560364","280.690072639225","0","0.38629290692436",
-53.4966665576841,-26.2695906868758,"5105","410260415000004",RURAL,,,BARRACÃO,BARRACÃO,"10.8433734939759","0.628260910031971","273.883534136546","0","0.341370653838372",
-53.5280453466623,-26.2344465718223,"5106","410260415000005",RURAL,,,BARRACÃO,BARRACÃO,"13.1736526946108","0.462974408933815","210.835329341317","0","0.370879145253709",
-53.5084595857449,-26.2297177623052,"5107","410260415000006",RURAL,,,BARRACÃO,BARRACÃO,"13.6170212765957","0.431526313961685","232.578723404255","0","0.305403763283587",
-53.6928898733331,-25.871442004183,"5108","410275205000002",RURAL,,,BELA VISTA DA CAROBA,BELA VISTA DA CAROBA,"18.0887372013652","0.114347892204893","477.232081911263","0.144148292270286","0.366357362867387",
-53.6598702116143,-25.9222779142036,"5109","410275205000003",RURAL,,,BELA VISTA DA CAROBA,BELA VISTA DA CAROBA,"16","0.262501840295383","639.346666666667","0.274046155460058","0.438569100807857",
